User ID,Age,Gender,Location,Language,Education Level,Likes and Reactions,Followed Accounts,Device Usage,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Top Interests
536,55-64,Male,Suburban,English,High School,4731,336,Mobile + Desktop,2.0,1.6,0.161,0.056,121,60k-80k,Fashion Modelling
537,55-64,Male,Urban,Mandarin,Master,9699,327,Tablet,2.7,3.3,0.069,0.086,30,0-20k,"Eco-Friendly Living, Photography"
538,25-34,Male,Urban,Spanish,High School,8374,306,Desktop Only,2.5,4.1,0.054,0.022,140,80k-100k,"DIY Crafts, Gourmet Cooking, Fashion Modelling"
539,35-44,Male,Rural,English,Master,5177,488,Mobile Only,1.5,3.0,0.064,0.094,54,40k-60k,"Photography, Reading and Literature"
540,18-24,Female,Rural,English,Technical,3868,261,Tablet,1.1,5.1,0.123,0.06,42,80k-100k,"Digital Marketing, Pet Care"
541,65+,Male,Urban,Spanish,Master,9242,496,Tablet,0.6,1.4,0.242,0.099,142,20k-40k,Photography
542,45-54,Male,Urban,Spanish,Technical,8095,128,Tablet,1.2,2.0,0.208,0.009,46,40k-60k,"Reading and Literature, Music Production, Fitness and Wellness, Investing and Finance"
543,25-34,Male,Urban,English,Technical,8902,171,Mobile + Desktop,3.7,5.9,0.071,0.013,41,60k-80k,Photography
544,45-54,Female,Urban,Spanish,Master,6529,207,Desktop Only,1.6,2.0,0.091,0.083,158,0-20k,"Gardening, Eco-Friendly Living"
545,45-54,Female,Urban,Hindi,Bachelor,3705,495,Tablet,2.6,5.5,0.116,0.086,144,40k-60k,Eco-Friendly Living
546,25-34,Male,Urban,Mandarin,PhD,2273,54,Mobile + Desktop,3.2,1.4,0.245,0.045,53,0-20k,Fitness and Wellness
547,18-24,Female,Suburban,Mandarin,High School,9814,323,Desktop Only,4.5,3.9,0.043,0.071,146,40k-60k,"Eco-Friendly Living, Travel and Adventure, Digital Marketing, DIY Crafts"
548,45-54,Male,Urban,Mandarin,PhD,6668,188,Desktop Only,4.5,2.2,0.089,0.087,50,0-20k,"Gaming, Eco-Friendly Living"
549,35-44,Male,Rural,Hindi,High School,2701,391,Mobile + Desktop,3.9,1.8,0.182,0.004,167,40k-60k,"Gourmet Cooking, Eco-Friendly Living"
550,45-54,Female,Suburban,Spanish,High School,2757,427,Mobile + Desktop,0.7,5.0,0.241,0.057,33,80k-100k,"Reading and Literature, Digital Marketing, Gourmet Cooking"
551,35-44,Male,Urban,Spanish,Technical,6180,53,Tablet,3.1,7.5,0.039,0.085,16,80k-100k,"Reading and Literature, Photography"
552,55-64,Male,Rural,English,High School,7425,280,Desktop Only,4.0,1.4,0.057,0.04,120,100k+,Fitness and Wellness
553,35-44,Male,Suburban,Spanish,High School,2259,87,Mobile Only,0.6,4.0,0.056,0.03,86,60k-80k,"Gourmet Cooking, Digital Marketing, Travel and Adventure, Software Engineering"
554,35-44,Male,Rural,English,Master,3930,335,Mobile + Desktop,3.0,6.0,0.005,0.08,48,40k-60k,"Software Engineering, Photography, Digital Marketing, Gardening"
555,55-64,Female,Urban,Hindi,PhD,8413,187,Desktop Only,4.4,4.2,0.151,0.034,6,100k+,Pet Care
556,35-44,Male,Urban,Mandarin,Master,4468,366,Desktop Only,2.6,6.6,0.168,0.0,21,100k+,Gardening
557,18-24,Male,Urban,Mandarin,High School,1417,425,Tablet,0.5,2.3,0.151,0.096,142,0-20k,"Music Production, Software Engineering, Travel and Adventure"
558,18-24,Male,Urban,Mandarin,Technical,4593,460,Mobile Only,0.5,7.7,0.018,0.059,22,0-20k,"Gardening, Gaming, Fitness and Wellness, Software Engineering"
559,45-54,Male,Suburban,Spanish,Master,1330,12,Tablet,2.4,3.7,0.017,0.082,26,0-20k,"Reading and Literature, Eco-Friendly Living, Fitness and Wellness, Digital Marketing"
560,45-54,Female,Suburban,English,Master,1233,223,Mobile Only,1.2,3.4,0.053,0.083,87,100k+,"Music Production, Pet Care, Eco-Friendly Living, Travel and Adventure"
561,45-54,Male,Rural,English,Bachelor,7707,351,Mobile Only,3.5,7.1,0.073,0.007,62,80k-100k,"DIY Crafts, Music Production"
562,25-34,Female,Urban,Hindi,High School,1401,83,Mobile + Desktop,3.7,4.9,0.197,0.017,57,100k+,"Travel and Adventure, Reading and Literature"
563,18-24,Female,Rural,Spanish,Technical,2010,60,Desktop Only,1.3,4.6,0.04,0.031,5,20k-40k,"Reading and Literature, Gaming"
564,18-24,Male,Suburban,Hindi,Master,8182,76,Desktop Only,4.5,6.1,0.011,0.032,65,60k-80k,"Pet Care, Digital Marketing, Fashion Modelling, Gardening"
565,25-34,Male,Urban,English,Master,8207,341,Desktop Only,2.5,5.1,0.098,0.066,163,80k-100k,"Fitness and Wellness, Investing and Finance, Data Science"
566,35-44,Male,Urban,English,Technical,9797,102,Mobile Only,1.1,2.1,0.104,0.062,35,60k-80k,Digital Marketing
567,25-34,Female,Suburban,Mandarin,High School,8070,185,Desktop Only,3.9,5.7,0.113,0.049,70,60k-80k,"Pet Care, Fitness and Wellness, Photography"
568,35-44,Female,Suburban,Spanish,Bachelor,2016,154,Mobile + Desktop,4.1,1.9,0.207,0.021,151,60k-80k,"Fitness and Wellness, Eco-Friendly Living, Gaming"
569,55-64,Female,Suburban,English,Master,7096,16,Mobile Only,3.4,6.6,0.025,0.038,57,0-20k,"Gourmet Cooking, Music Production, Gaming, Eco-Friendly Living"
570,25-34,Female,Suburban,Mandarin,Bachelor,2857,278,Mobile Only,4.3,7.9,0.176,0.054,99,60k-80k,"Reading and Literature, Pet Care, Travel and Adventure"
571,35-44,Male,Suburban,Spanish,PhD,6564,385,Mobile Only,3.8,3.6,0.084,0.047,154,80k-100k,"DIY Crafts, Data Science, Digital Marketing"
572,45-54,Male,Urban,Hindi,High School,278,331,Mobile Only,4.5,4.1,0.077,0.013,27,20k-40k,"Data Science, Fitness and Wellness, Music Production"
573,25-34,Female,Suburban,Spanish,PhD,9188,13,Mobile + Desktop,2.5,1.3,0.233,0.065,147,100k+,Photography
574,45-54,Male,Urban,Spanish,PhD,6462,147,Desktop Only,3.9,1.1,0.062,0.007,158,80k-100k,"Music Production, Gaming"
575,55-64,Female,Urban,English,PhD,9843,240,Mobile + Desktop,5.0,7.4,0.161,0.038,135,0-20k,Reading and Literature
576,55-64,Male,Suburban,English,High School,8783,97,Desktop Only,3.8,1.9,0.069,0.071,91,100k+,"Reading and Literature, Fashion Modelling, Digital Marketing, Music Production"
577,18-24,Male,Suburban,Spanish,High School,160,26,Mobile + Desktop,1.0,4.1,0.127,0.002,152,80k-100k,"Data Science, Photography, Music Production"
578,55-64,Male,Urban,English,Technical,9369,61,Tablet,2.8,6.7,0.197,0.057,129,0-20k,"Music Production, Gardening"
579,35-44,Male,Suburban,English,Bachelor,6781,143,Tablet,3.1,7.2,0.22,0.033,113,80k-100k,"Fashion Modelling, Digital Marketing, Gardening"
580,25-34,Male,Suburban,English,Bachelor,2995,220,Tablet,1.3,4.6,0.21,0.001,44,40k-60k,"Software Engineering, Photography"
581,35-44,Male,Suburban,Mandarin,Technical,685,334,Tablet,4.8,5.0,0.146,0.019,125,80k-100k,"Data Science, Fashion Modelling, DIY Crafts"
582,65+,Female,Rural,Mandarin,Technical,5923,489,Mobile Only,1.3,5.7,0.062,0.094,43,40k-60k,Music Production
583,35-44,Male,Urban,Spanish,PhD,634,467,Mobile Only,1.3,7.7,0.165,0.052,124,80k-100k,"Gaming, Eco-Friendly Living"
584,25-34,Male,Rural,English,Technical,3562,402,Mobile + Desktop,4.6,5.2,0.177,0.1,22,20k-40k,"Data Science, Gaming, Music Production"
585,45-54,Male,Suburban,Mandarin,Master,4111,228,Mobile + Desktop,2.6,4.9,0.003,0.052,173,20k-40k,"Photography, Gaming, DIY Crafts"
586,25-34,Male,Rural,Spanish,Bachelor,3498,214,Tablet,0.8,1.1,0.11,0.054,159,80k-100k,"Software Engineering, Fashion Modelling"
587,18-24,Female,Suburban,English,Technical,2255,220,Desktop Only,3.2,1.6,0.211,0.039,147,0-20k,"Photography, Pet Care"
588,18-24,Female,Rural,Hindi,Master,6066,286,Tablet,3.2,5.0,0.122,0.031,41,80k-100k,"Data Science, Software Engineering, Eco-Friendly Living"
589,18-24,Female,Suburban,English,Master,7429,33,Mobile + Desktop,0.8,7.6,0.078,0.025,9,20k-40k,Fashion Modelling
590,25-34,Male,Rural,English,Master,7057,495,Tablet,4.9,7.1,0.218,0.034,77,40k-60k,"Gaming, DIY Crafts, Reading and Literature, Fashion Modelling"
591,18-24,Male,Rural,Mandarin,Master,9296,13,Mobile + Desktop,2.9,7.9,0.039,0.046,139,80k-100k,"Gourmet Cooking, Music Production"
592,45-54,Male,Rural,Spanish,PhD,5425,161,Tablet,3.0,4.7,0.052,0.019,45,40k-60k,"Fitness and Wellness, Digital Marketing, Music Production, Photography"
593,25-34,Female,Urban,Spanish,Master,8618,452,Desktop Only,2.8,6.5,0.172,0.022,14,40k-60k,"Fitness and Wellness, Reading and Literature, Investing and Finance, DIY Crafts"
594,25-34,Male,Rural,Mandarin,PhD,4803,492,Tablet,3.2,6.9,0.088,0.027,158,100k+,Reading and Literature
595,55-64,Male,Urban,English,PhD,2806,268,Desktop Only,1.7,5.5,0.178,0.045,72,40k-60k,Software Engineering
596,35-44,Female,Suburban,Hindi,Master,101,333,Desktop Only,1.8,3.4,0.039,0.065,28,80k-100k,"Eco-Friendly Living, Fashion Modelling, DIY Crafts"
597,45-54,Female,Rural,English,Bachelor,9325,366,Mobile + Desktop,2.8,4.3,0.063,0.086,82,60k-80k,"Gardening, Music Production, Pet Care"
598,25-34,Male,Suburban,English,Master,8416,177,Desktop Only,4.1,7.0,0.039,0.029,173,100k+,Gaming
599,25-34,Male,Suburban,Hindi,Master,1204,185,Mobile Only,0.7,3.1,0.238,0.018,149,80k-100k,Eco-Friendly Living
600,18-24,Female,Rural,Mandarin,Master,1961,319,Mobile Only,3.2,7.5,0.101,0.038,113,20k-40k,Fitness and Wellness
601,25-34,Male,Urban,Spanish,Bachelor,5369,300,Mobile Only,4.1,2.6,0.084,0.089,28,100k+,"Eco-Friendly Living, Investing and Finance, Digital Marketing, Reading and Literature"
602,25-34,Male,Rural,Mandarin,High School,7043,488,Mobile + Desktop,1.2,6.2,0.004,0.001,159,100k+,"Gourmet Cooking, Fitness and Wellness, Digital Marketing"
603,25-34,Male,Suburban,Mandarin,High School,8420,65,Mobile Only,0.6,5.4,0.038,0.068,11,40k-60k,"Software Engineering, Gourmet Cooking"
604,18-24,Male,Suburban,English,PhD,537,117,Mobile + Desktop,1.9,6.2,0.105,0.048,77,100k+,"Travel and Adventure, Gardening, Digital Marketing"
605,18-24,Male,Rural,Spanish,PhD,4946,482,Mobile + Desktop,3.1,4.1,0.017,0.016,111,0-20k,Investing and Finance
606,35-44,Female,Urban,Spanish,Bachelor,3229,305,Mobile Only,1.1,7.5,0.128,0.032,103,60k-80k,Pet Care
607,25-34,Female,Urban,Mandarin,Technical,9513,470,Desktop Only,2.4,5.4,0.114,0.022,126,60k-80k,"Fitness and Wellness, Data Science, Music Production"
608,25-34,Male,Suburban,Hindi,High School,8181,333,Tablet,3.0,3.0,0.192,0.088,16,0-20k,"Software Engineering, Eco-Friendly Living"
609,35-44,Female,Suburban,Mandarin,PhD,1001,311,Mobile + Desktop,3.2,5.5,0.165,0.048,89,60k-80k,"Eco-Friendly Living, Software Engineering, Music Production, Gaming"
610,45-54,Female,Urban,Hindi,High School,5498,343,Mobile Only,1.7,3.0,0.111,0.056,7,40k-60k,"Travel and Adventure, Photography, Eco-Friendly Living"
611,18-24,Male,Rural,Spanish,Bachelor,6778,150,Mobile + Desktop,2.3,3.1,0.056,0.059,83,40k-60k,"Investing and Finance, Digital Marketing, Gaming"
612,45-54,Male,Suburban,Mandarin,Bachelor,5629,164,Desktop Only,4.0,3.8,0.182,0.064,89,60k-80k,"Reading and Literature, Gardening"
613,45-54,Female,Urban,English,Technical,6704,271,Desktop Only,4.7,7.0,0.177,0.05,14,0-20k,"Gardening, Investing and Finance, Gaming"
614,18-24,Male,Suburban,Mandarin,Technical,4018,282,Mobile Only,4.4,4.5,0.038,0.002,37,20k-40k,"DIY Crafts, Digital Marketing"
615,55-64,Male,Rural,Spanish,Bachelor,1167,429,Mobile + Desktop,3.0,5.8,0.229,0.033,50,60k-80k,DIY Crafts
616,55-64,Male,Urban,English,PhD,126,241,Tablet,2.3,3.7,0.016,0.018,63,60k-80k,"Photography, Eco-Friendly Living"
617,18-24,Male,Suburban,English,High School,7037,250,Tablet,2.0,2.8,0.014,0.068,56,0-20k,"Data Science, Fashion Modelling, Gourmet Cooking, Photography"
618,25-34,Male,Rural,Hindi,Master,7364,364,Mobile + Desktop,1.1,7.7,0.047,0.006,10,20k-40k,"Digital Marketing, Gourmet Cooking, Fashion Modelling"
619,55-64,Female,Suburban,English,Technical,7218,346,Mobile + Desktop,1.0,5.2,0.227,0.056,134,20k-40k,"Music Production, Fitness and Wellness, Digital Marketing, Reading and Literature"
620,45-54,Female,Rural,English,Master,647,498,Mobile + Desktop,3.6,7.5,0.13,0.021,33,60k-80k,"Gaming, Data Science"
621,25-34,Male,Rural,Mandarin,PhD,8858,267,Mobile Only,1.7,2.4,0.197,0.095,123,40k-60k,"Digital Marketing, Gourmet Cooking, Data Science"
622,25-34,Female,Urban,Spanish,Technical,8995,258,Desktop Only,1.6,2.0,0.057,0.034,172,80k-100k,"Digital Marketing, DIY Crafts, Fitness and Wellness"
623,25-34,Male,Rural,Hindi,Master,5438,86,Tablet,5.0,7.0,0.123,0.033,101,20k-40k,Eco-Friendly Living
624,35-44,Female,Suburban,Mandarin,PhD,3240,189,Mobile Only,1.3,5.8,0.09,0.092,72,60k-80k,"Travel and Adventure, Data Science, Fashion Modelling, Gourmet Cooking"
625,45-54,Male,Rural,English,High School,8096,75,Mobile + Desktop,1.2,2.3,0.207,0.042,161,0-20k,"Investing and Finance, Music Production"
626,25-34,Male,Rural,English,PhD,1690,317,Mobile + Desktop,0.9,2.9,0.006,0.096,64,60k-80k,"Investing and Finance, Fitness and Wellness, Pet Care"
627,35-44,Male,Urban,Hindi,Technical,7876,357,Desktop Only,3.1,6.6,0.061,0.002,128,0-20k,"Fitness and Wellness, Gourmet Cooking, DIY Crafts, Investing and Finance"
628,45-54,Female,Rural,Spanish,Bachelor,5043,180,Mobile + Desktop,3.3,4.2,0.038,0.031,88,40k-60k,Investing and Finance
629,18-24,Female,Rural,Hindi,High School,9097,483,Mobile Only,2.1,5.7,0.215,0.067,45,80k-100k,"Gardening, Data Science"
630,25-34,Female,Suburban,Mandarin,Master,7898,31,Mobile Only,2.9,3.2,0.117,0.089,117,100k+,Pet Care
631,45-54,Male,Urban,Hindi,Technical,3891,376,Desktop Only,4.0,3.7,0.101,0.026,69,0-20k,"Gardening, Investing and Finance, Eco-Friendly Living"
632,55-64,Female,Urban,English,Bachelor,1457,116,Mobile Only,4.2,7.9,0.112,0.093,83,60k-80k,"Reading and Literature, Photography"
633,35-44,Male,Urban,Mandarin,PhD,8192,448,Tablet,4.8,2.7,0.243,0.059,67,40k-60k,"Reading and Literature, Eco-Friendly Living"
634,35-44,Male,Rural,English,Bachelor,3325,332,Mobile Only,4.2,4.5,0.213,0.08,152,20k-40k,"Fashion Modelling, Music Production"
635,18-24,Male,Urban,Spanish,Technical,2560,236,Mobile Only,3.0,6.9,0.177,0.04,122,40k-60k,"Travel and Adventure, Music Production"
636,35-44,Female,Rural,English,Technical,8837,453,Mobile Only,1.3,2.7,0.073,0.021,41,20k-40k,Software Engineering
637,35-44,Female,Rural,English,Bachelor,2828,451,Tablet,0.9,3.9,0.041,0.091,68,60k-80k,"Gourmet Cooking, Eco-Friendly Living"
638,25-34,Female,Suburban,Hindi,PhD,6826,405,Mobile + Desktop,0.7,5.3,0.23,0.093,90,0-20k,"Data Science, Gourmet Cooking, Pet Care, Fitness and Wellness"
639,25-34,Female,Suburban,English,Bachelor,7581,225,Mobile Only,3.5,4.4,0.106,0.05,137,40k-60k,"Gourmet Cooking, Gaming"
640,25-34,Female,Suburban,Mandarin,Technical,6530,78,Desktop Only,4.1,4.2,0.07,0.001,38,0-20k,"Eco-Friendly Living, Gaming, Reading and Literature, Photography"
641,18-24,Male,Suburban,Mandarin,Technical,3214,93,Tablet,2.8,3.5,0.118,0.011,43,60k-80k,"DIY Crafts, Digital Marketing"
642,25-34,Male,Suburban,Spanish,Master,716,112,Desktop Only,0.7,5.1,0.229,0.057,71,80k-100k,"Digital Marketing, Reading and Literature, Gourmet Cooking, Investing and Finance"
643,25-34,Male,Rural,Mandarin,Master,3744,48,Mobile Only,2.9,5.4,0.097,0.002,66,60k-80k,Pet Care
644,25-34,Male,Rural,Hindi,High School,6513,22,Desktop Only,4.7,5.6,0.141,0.04,92,20k-40k,"Fashion Modelling, Data Science"
645,18-24,Female,Urban,Spanish,Technical,1303,306,Mobile Only,3.2,1.5,0.201,0.03,156,80k-100k,DIY Crafts
646,55-64,Male,Rural,Mandarin,Master,2665,322,Tablet,4.1,5.4,0.107,0.071,135,60k-80k,"Reading and Literature, Pet Care, Gaming"
647,35-44,Female,Rural,Hindi,Bachelor,3274,190,Desktop Only,4.1,7.7,0.058,0.006,113,80k-100k,"Digital Marketing, Fitness and Wellness, Gourmet Cooking"
648,45-54,Male,Suburban,Mandarin,PhD,3181,277,Desktop Only,4.7,4.8,0.249,0.049,93,40k-60k,"Investing and Finance, Travel and Adventure, Eco-Friendly Living"
649,45-54,Female,Rural,Mandarin,Bachelor,2730,22,Mobile Only,4.0,6.0,0.239,0.058,71,100k+,"Reading and Literature, Software Engineering"
650,35-44,Female,Suburban,English,PhD,3261,129,Mobile Only,3.9,4.9,0.211,0.062,83,20k-40k,"Music Production, Reading and Literature, Pet Care, Digital Marketing"
651,18-24,Female,Urban,Mandarin,Master,4421,467,Mobile + Desktop,1.6,7.0,0.172,0.041,33,60k-80k,Digital Marketing
652,35-44,Female,Urban,Mandarin,High School,8961,362,Mobile Only,0.8,7.5,0.074,0.03,78,40k-60k,Gourmet Cooking
653,35-44,Female,Rural,Hindi,Bachelor,6369,66,Mobile Only,2.8,2.3,0.228,0.068,36,20k-40k,"Eco-Friendly Living, Travel and Adventure, DIY Crafts"
654,45-54,Male,Urban,Hindi,Bachelor,7199,49,Mobile + Desktop,1.1,4.1,0.069,0.085,91,80k-100k,Fashion Modelling
655,35-44,Female,Rural,English,Bachelor,7476,383,Mobile Only,4.8,3.7,0.2,0.069,43,0-20k,"Travel and Adventure, Music Production, Fashion Modelling"
656,18-24,Female,Urban,Mandarin,PhD,4178,345,Mobile Only,1.8,3.8,0.23,0.093,141,20k-40k,"Music Production, Photography, Gaming"
657,25-34,Female,Suburban,English,Master,5901,137,Mobile + Desktop,4.3,1.9,0.151,0.072,105,100k+,"Digital Marketing, Fashion Modelling, Music Production"
658,25-34,Female,Suburban,Mandarin,Bachelor,4251,182,Tablet,2.2,6.7,0.201,0.076,146,20k-40k,Investing and Finance
659,45-54,Male,Suburban,Spanish,Bachelor,9011,44,Tablet,2.0,1.3,0.198,0.017,72,40k-60k,"Music Production, Gardening"
660,35-44,Male,Suburban,Spanish,High School,2700,268,Mobile Only,4.7,4.7,0.048,0.042,152,60k-80k,Data Science
661,25-34,Male,Rural,English,High School,6275,385,Mobile Only,2.1,5.6,0.167,0.049,32,40k-60k,"Data Science, DIY Crafts, Reading and Literature, Software Engineering"
662,65+,Female,Urban,English,Master,766,14,Mobile + Desktop,2.3,2.5,0.023,0.026,18,20k-40k,"Digital Marketing, Fashion Modelling, Music Production"
663,45-54,Male,Rural,English,Master,383,227,Mobile + Desktop,1.0,7.3,0.127,0.053,176,40k-60k,"Gaming, Gourmet Cooking"
664,25-34,Female,Suburban,Hindi,Technical,5940,20,Tablet,3.5,6.9,0.041,0.029,81,40k-60k,"Software Engineering, Data Science"
665,18-24,Male,Rural,Hindi,High School,3665,391,Desktop Only,1.8,4.3,0.104,0.069,120,40k-60k,Fashion Modelling
666,25-34,Male,Urban,Hindi,Technical,4693,336,Mobile Only,3.1,3.9,0.208,0.047,171,60k-80k,"Fitness and Wellness, Data Science, Investing and Finance"
667,25-34,Male,Rural,English,PhD,1565,126,Desktop Only,3.2,2.7,0.247,0.046,32,60k-80k,"Software Engineering, Eco-Friendly Living"
668,25-34,Female,Urban,Mandarin,Technical,8421,193,Desktop Only,3.7,6.1,0.079,0.098,93,40k-60k,Data Science
669,25-34,Male,Rural,Spanish,Bachelor,4834,403,Mobile + Desktop,3.9,1.9,0.133,0.039,36,20k-40k,Gaming
670,25-34,Male,Urban,English,Technical,6357,371,Mobile Only,2.8,5.8,0.128,0.036,141,40k-60k,Gourmet Cooking
671,25-34,Female,Urban,Hindi,Master,7466,125,Mobile Only,2.0,6.9,0.239,0.032,160,40k-60k,"Software Engineering, Fitness and Wellness, Reading and Literature, DIY Crafts"
672,55-64,Female,Suburban,Hindi,PhD,3772,171,Mobile + Desktop,4.3,2.6,0.12,0.089,99,100k+,"Gaming, Music Production, Fashion Modelling, Gardening"
673,18-24,Male,Urban,English,Bachelor,7482,76,Desktop Only,1.9,7.1,0.175,0.05,21,20k-40k,"Gardening, Fitness and Wellness, DIY Crafts, Gourmet Cooking"
674,35-44,Male,Suburban,English,Technical,6687,209,Mobile + Desktop,2.8,1.2,0.23,0.06,121,20k-40k,"Fashion Modelling, Eco-Friendly Living, Data Science"
675,35-44,Female,Suburban,Hindi,PhD,1092,40,Tablet,2.3,7.4,0.093,0.018,81,0-20k,Photography
676,65+,Female,Suburban,Mandarin,PhD,6958,84,Mobile Only,4.3,1.8,0.226,0.054,59,20k-40k,DIY Crafts
677,18-24,Female,Rural,Hindi,Bachelor,2221,246,Tablet,2.4,5.5,0.229,0.027,14,60k-80k,"Data Science, Reading and Literature, Gaming, Fashion Modelling"
678,25-34,Male,Rural,Hindi,Technical,2323,336,Mobile + Desktop,2.2,2.8,0.233,0.073,84,40k-60k,"Gaming, Gourmet Cooking"
679,65+,Male,Rural,English,PhD,4622,75,Mobile Only,3.6,6.9,0.068,0.083,138,100k+,"Gourmet Cooking, Travel and Adventure, Digital Marketing, Data Science"
680,55-64,Female,Rural,Mandarin,PhD,3288,79,Tablet,3.2,4.6,0.1,0.071,120,80k-100k,Reading and Literature
681,55-64,Female,Urban,Hindi,High School,3337,306,Tablet,1.0,1.9,0.218,0.073,173,20k-40k,Travel and Adventure
682,25-34,Female,Urban,Hindi,PhD,4236,456,Desktop Only,2.8,5.0,0.09,0.051,83,80k-100k,"Fashion Modelling, Travel and Adventure, Gardening, Gaming"
683,25-34,Female,Rural,Spanish,High School,443,425,Mobile Only,3.8,3.9,0.15,0.071,64,80k-100k,"Pet Care, Digital Marketing"
684,45-54,Male,Urban,English,Technical,4804,29,Tablet,5.0,5.6,0.03,0.042,46,0-20k,"Fashion Modelling, Gourmet Cooking, Travel and Adventure, Investing and Finance"
685,55-64,Male,Urban,Spanish,Technical,4923,450,Tablet,3.3,7.2,0.014,0.065,120,20k-40k,"Software Engineering, Digital Marketing"
686,35-44,Male,Suburban,Spanish,Technical,5020,235,Desktop Only,2.2,3.9,0.103,0.026,113,100k+,"Data Science, Gourmet Cooking"
687,35-44,Female,Suburban,Hindi,Master,3301,443,Tablet,1.5,3.0,0.145,0.007,75,60k-80k,"DIY Crafts, Reading and Literature, Travel and Adventure"
688,25-34,Female,Suburban,English,Technical,5571,473,Tablet,4.4,1.1,0.098,0.041,160,100k+,Investing and Finance
689,45-54,Female,Suburban,Mandarin,PhD,988,418,Tablet,4.2,5.0,0.144,0.046,106,80k-100k,"Digital Marketing, Reading and Literature, Gardening"
690,25-34,Female,Urban,Hindi,Bachelor,9633,405,Desktop Only,1.6,3.8,0.129,0.026,17,40k-60k,"Gourmet Cooking, Gardening, Pet Care, Digital Marketing"
691,25-34,Female,Rural,Mandarin,High School,7227,208,Tablet,1.4,3.6,0.171,0.073,19,40k-60k,"Gardening, DIY Crafts, Gaming"
692,35-44,Male,Urban,Mandarin,Master,3820,48,Tablet,3.7,2.3,0.162,0.007,40,20k-40k,"Gardening, Gaming"
693,35-44,Male,Urban,English,Technical,2983,154,Mobile Only,1.9,4.0,0.106,0.022,19,20k-40k,"Data Science, Gourmet Cooking"
694,25-34,Female,Urban,Spanish,Technical,4312,54,Mobile Only,1.9,7.9,0.106,0.075,121,80k-100k,Music Production
695,18-24,Male,Suburban,English,Bachelor,7061,404,Desktop Only,1.2,3.1,0.035,0.044,79,40k-60k,"Gourmet Cooking, Digital Marketing, Reading and Literature, Eco-Friendly Living"
696,45-54,Female,Suburban,Mandarin,Bachelor,2515,335,Mobile + Desktop,1.7,5.2,0.128,0.071,60,0-20k,"Data Science, Pet Care, Investing and Finance"
697,25-34,Female,Suburban,Hindi,Master,9409,390,Mobile Only,2.4,6.4,0.147,0.057,99,100k+,"Fashion Modelling, Gaming"
698,35-44,Male,Rural,Mandarin,High School,3101,416,Desktop Only,3.8,6.2,0.119,0.095,136,60k-80k,"Gardening, Eco-Friendly Living"
699,25-34,Female,Urban,Hindi,Technical,1838,100,Tablet,2.0,3.3,0.081,0.06,56,100k+,Fitness and Wellness
700,35-44,Male,Rural,Hindi,Master,1464,247,Tablet,2.0,5.3,0.18,0.001,142,0-20k,Travel and Adventure
701,35-44,Female,Suburban,English,PhD,2808,79,Desktop Only,1.8,7.1,0.019,0.035,177,0-20k,"Investing and Finance, Fashion Modelling, Gardening"
702,18-24,Female,Rural,Mandarin,PhD,1024,175,Tablet,2.7,1.1,0.229,0.014,88,60k-80k,Digital Marketing
703,25-34,Male,Urban,Spanish,Master,251,139,Tablet,1.3,4.1,0.005,0.092,33,80k-100k,"Eco-Friendly Living, Travel and Adventure"
704,18-24,Female,Urban,Mandarin,Technical,8877,223,Mobile + Desktop,2.7,2.6,0.241,0.01,57,60k-80k,"Fashion Modelling, Data Science"
705,18-24,Male,Suburban,Mandarin,Master,8144,349,Tablet,3.7,3.7,0.116,0.039,161,20k-40k,"Investing and Finance, Pet Care"
706,65+,Female,Suburban,Spanish,Technical,1012,98,Mobile Only,0.6,3.9,0.103,0.023,155,0-20k,"Software Engineering, Fitness and Wellness"
707,25-34,Female,Rural,English,Bachelor,2421,344,Tablet,0.5,6.2,0.064,0.085,25,100k+,Gourmet Cooking
708,55-64,Female,Suburban,Mandarin,Master,595,261,Desktop Only,0.8,1.7,0.003,0.031,116,100k+,"Photography, Music Production, Travel and Adventure, Fitness and Wellness"
709,25-34,Female,Suburban,Mandarin,Technical,2248,378,Mobile + Desktop,2.9,4.6,0.069,0.099,175,80k-100k,"Photography, Investing and Finance, Gardening"
710,45-54,Female,Urban,Hindi,Master,656,358,Tablet,4.3,4.9,0.027,0.004,142,40k-60k,Reading and Literature
711,45-54,Female,Suburban,Mandarin,Master,1652,81,Desktop Only,0.5,4.5,0.165,0.013,80,80k-100k,"Eco-Friendly Living, Fitness and Wellness, DIY Crafts"
712,35-44,Male,Suburban,Spanish,Technical,2220,174,Mobile Only,4.7,6.1,0.08,0.022,34,80k-100k,"Gardening, Digital Marketing, Travel and Adventure, DIY Crafts"
713,35-44,Male,Urban,Hindi,Technical,3185,58,Tablet,1.0,3.7,0.192,0.081,129,20k-40k,"Gardening, Digital Marketing, Photography"
714,35-44,Female,Urban,English,High School,3604,61,Mobile + Desktop,4.3,7.6,0.052,0.088,55,20k-40k,"Software Engineering, Travel and Adventure, Gardening"
715,25-34,Male,Rural,Hindi,Master,256,298,Tablet,2.7,4.4,0.225,0.007,165,80k-100k,"Pet Care, Music Production, Photography, Travel and Adventure"
716,55-64,Female,Suburban,Spanish,PhD,9026,287,Desktop Only,3.5,5.0,0.131,0.003,150,100k+,Data Science
