Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
312481138605135,Vikram,These ads ran without a disclaimer,≤100,1
102148942416826,Hansleela News,These ads ran without a disclaimer,≤100,1
261911193681669,Zaranxujjain,These ads ran without a disclaimer,≤100,1
127240663806837,Wasim Burhan,These ads ran without a disclaimer,≤100,2
104492882606330,Rohtak Social Media रोहतक सोशल मीडिया,These ads ran without a disclaimer,≤100,1
112501098496886,Anshuman Rana,Anshuman Rana,≤100,1
106036762222106,Globegust,These ads ran without a disclaimer,≤100,1
1435535546583075,Hingalganj Youth Computer Training Centre,These ads ran without a disclaimer,≤100,1
295836103621339,deepu_hooda12,These ads ran without a disclaimer,≤100,1
103129572802016,NCCF of India Limited,These ads ran without a disclaimer,≤100,1
110013191880682,megharajnikam,These ads ran without a disclaimer,≤100,1
307774105758915,kaizenmodel_mun,These ads ran without a disclaimer,≤100,1
100953465306537,Navin Kumar,Navin Kumar,≤100,1
274306579092966,PM Rewaad Yojnaa,These ads ran without a disclaimer,≤100,1
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
248055148398221,old coin company,These ads ran without a disclaimer,≤100,1
726957570822620,Naval Khali,These ads ran without a disclaimer,≤100,1
107304822398909,Jasvir Singh,These ads ran without a disclaimer,≤100,2
223748574162339,Bharti,These ads ran without a disclaimer,≤100,4
109249794793789,Brothers Biriyani,These ads ran without a disclaimer,≤100,1
106794245601059,Bapan Karmakar,These ads ran without a disclaimer,≤100,1
158983620622105,Ashutosh kumar thakur,These ads ran without a disclaimer,≤100,1
100215826167212,mr_ashu_qureshi_,These ads ran without a disclaimer,≤100,1
245696358621635,Talent Factory,These ads ran without a disclaimer,≤100,5
163371146866764,Khabar Padtaal,These ads ran without a disclaimer,≤100,1
180732202000797,Nexus Ahmedabad One,These ads ran without a disclaimer,≤100,1
467285370289026,Zaitoon International Campus,These ads ran without a disclaimer,≤100,1
100876972057501,Satheesh Saravanan,These ads ran without a disclaimer,≤100,1
101574008917971,boxer_prasad_3,These ads ran without a disclaimer,≤100,1
168125940677887,Wow Skin Science India,These ads ran without a disclaimer,≤100,1
111367280733373,CODE Beauty,These ads ran without a disclaimer,≤100,1
101188476300820,Thondali Velayudhan Ramesh,These ads ran without a disclaimer,≤100,1
101785018109829,Nagesh.kachhawa,These ads ran without a disclaimer,≤100,1
274999255699171,Old Coins company,These ads ran without a disclaimer,≤100,1
218029678069313,gallamadhavifanclub,These ads ran without a disclaimer,≤100,1
146637328524816,Jagdish Agrawal,These ads ran without a disclaimer,≤100,1
221804634343097,_shri_ramcharitmanas_,These ads ran without a disclaimer,≤100,1
294288738168912,"Educate and organize ""urugolu""",These ads ran without a disclaimer,≤100,1
117043844827164,ganeswarbehera.official,These ads ran without a disclaimer,≤100,2
106265579149934,Shop India,These ads ran without a disclaimer,≤100,1
108072595725774,Extravegant Tiles,These ads ran without a disclaimer,≤100,1
254073371122380,gaming_world080,These ads ran without a disclaimer,≤100,1
221221844400054,deeniabrar,These ads ran without a disclaimer,≤100,1
128623380891082,स्त्री सशक्तिकरण,These ads ran without a disclaimer,≤100,1
106980254303495,Farmer Agro Agency,These ads ran without a disclaimer,≤100,1
111283164113187,Ammini Solar pvt ltd,These ads ran without a disclaimer,≤100,1
259354080597283,Old coin company,These ads ran without a disclaimer,≤100,1
1972853552928955,Premier College Of Engineering & Technology Pvt ITI,These ads ran without a disclaimer,≤100,1
173914475804687,old coin exchanges company,These ads ran without a disclaimer,≤100,1
113458974179020,Harpinder Singh Pannu NP,These ads ran without a disclaimer,≤100,1
104030282632308,asuparihar2186,These ads ran without a disclaimer,≤100,1
330938752535,Gurudev Sri Sri Ravi Shankar,These ads ran without a disclaimer,≤100,1
105043892329130,harshadatai_kakade,These ads ran without a disclaimer,≤100,1
367219790477043,Jan Sankalp Today News,These ads ran without a disclaimer,≤100,1
107021889016814,Anjani Kumar Yaduwanshi,These ads ran without a disclaimer,≤100,1
293981650470887,old coin company,These ads ran without a disclaimer,≤100,1
276350362225741,urvibansall,These ads ran without a disclaimer,≤100,1
122100314822002093,suhas_bhaiya_0909,These ads ran without a disclaimer,≤100,1
110921078761178,sarpanch_sreeveni,These ads ran without a disclaimer,≤100,1
143405602190008,Herbal Adivasi Hair Oil,These ads ran without a disclaimer,≤100,3
289689944220346,Ashok Mahto,These ads ran without a disclaimer,≤100,1
233136209893443,Ritesh Tiwari,These ads ran without a disclaimer,≤100,1
102028507996827,SMD Vlogger,These ads ran without a disclaimer,≤100,1
103732461719132,Mukesh Biwal Vidhadhar Nagar,Mukesh Biwal Vidhadhar Nagar,≤100,1
107383828284256,bioshala,These ads ran without a disclaimer,≤100,1
291521757384754,mana_abhinay_mana_tirupathi,These ads ran without a disclaimer,≤100,1
119274111266428,Marzinarehman,These ads ran without a disclaimer,≤100,1
149181621622134,vj_vlogs57,These ads ran without a disclaimer,≤100,2
1909137529307634,Shri Ram Janmotsav Samiti Bhilai,These ads ran without a disclaimer,≤100,2
115666428098757,Priyanti Mishra,These ads ran without a disclaimer,≤100,1
307499179113428,Old Coin sell company sell for Raj Gyani,These ads ran without a disclaimer,≤100,1
616712681756935,Pawan Tinu,These ads ran without a disclaimer,≤100,1
108279358840562,prasanta_muduli_jsp,These ads ran without a disclaimer,≤100,2
105690755618555,Banana Smartplex,These ads ran without a disclaimer,≤100,1
104742399210491,Eastern Riders,These ads ran without a disclaimer,≤100,1
111878805328704,Er Sweta Chandan,These ads ran without a disclaimer,≤100,1
100803075980268,Dotcodot,These ads ran without a disclaimer,≤100,2
102498931730127,freedomfirm.india,These ads ran without a disclaimer,≤100,1
157317304134831,Parag Jyoti Saikia,These ads ran without a disclaimer,≤100,1
310399782153309,Divyanka sirohi,These ads ran without a disclaimer,≤100,2
100200069573876,shubh_hada,These ads ran without a disclaimer,≤100,1
100721916240094,Jan Khan vlogs,These ads ran without a disclaimer,≤100,1
1664266443588870,Rao Yadvendra Singh Yadav,These ads ran without a disclaimer,≤100,1
221964604324103,konkanpradesh,These ads ran without a disclaimer,≤100,1
159122210628172,skinndigest,These ads ran without a disclaimer,≤100,1
118898764486871,saiyoni_gurukul,These ads ran without a disclaimer,≤100,1
261779703685805,Kritunga Restaurant,These ads ran without a disclaimer,≤100,1
211236282083794,Burra Madhusudhan Yadav,These ads ran without a disclaimer,≤100,2
108682301888360,Shafeeq Pasha,Shafeeq Pasha,≤100,1
282478368278440,Aacharya Solar,These ads ran without a disclaimer,≤100,2
460417301118214,Raju Magdum,These ads ran without a disclaimer,≤100,1
114089941579528,N1 Live Haryana,These ads ran without a disclaimer,≤100,1
104430209056421,Shine India Film Production House,These ads ran without a disclaimer,≤100,1
154722191047836,Bijay Sethy,These ads ran without a disclaimer,≤100,1
140274395832254,- 𝐍𝐈𝐓𝐈𝐍 🪻🪿🩷🩷//,These ads ran without a disclaimer,≤100,2
170722626132475,shoe_gallery_bhogpur_0,These ads ran without a disclaimer,≤100,1
740276949680959,Anshuman Singh Friends Club,These ads ran without a disclaimer,≤100,1
165525366896608,Soka Gakkai,These ads ran without a disclaimer,≤100,1
102663182809533,swapni lbyale,These ads ran without a disclaimer,≤100,1
244261062103509,রাষ্ট্রবাদী ভারতীয়,These ads ran without a disclaimer,≤100,1
213485628518021,Bahadur jaat neta,These ads ran without a disclaimer,≤100,1
230317463487821,karan patel,These ads ran without a disclaimer,≤100,1
112833265112520,sahadev_gosavi_political,These ads ran without a disclaimer,≤100,1
102019909413554,Flora Medicare Polyclinic,These ads ran without a disclaimer,≤100,1
188738164319610,Rjd Binod Yadav,These ads ran without a disclaimer,≤100,1
236314882892968,themurliwaale,These ads ran without a disclaimer,≤100,1
106906994512571,बिहार युवा विकास समिति,These ads ran without a disclaimer,≤100,1
101384156346722,Mansa Parchar Company,These ads ran without a disclaimer,≤100,2
282927771570897,Sarkari Naukri,These ads ran without a disclaimer,≤100,1
104913047912887,Monu Sahu,These ads ran without a disclaimer,≤100,2
113271948481203,Devansh Pratap Singh,These ads ran without a disclaimer,≤100,1
114090363322443,HomePure,These ads ran without a disclaimer,≤100,1
224618077692752,Sanjay Tandon,These ads ran without a disclaimer,≤100,1
108548645605061,Revibe,These ads ran without a disclaimer,≤100,1
287387997782995,s_k_legend_57,These ads ran without a disclaimer,≤100,1
108428712085695,aayush.1720,These ads ran without a disclaimer,≤100,1
182044384994898,adityajillatop_official,These ads ran without a disclaimer,≤100,1
1540201642882833,Sarvottam International School,These ads ran without a disclaimer,≤100,1
218674221335638,12345,These ads ran without a disclaimer,≤100,1
104038832531491,_bhojwani,These ads ran without a disclaimer,≤100,1
248267355043929,susmanth_naidu,These ads ran without a disclaimer,≤100,1
103116286221564,Kausthub Honda,These ads ran without a disclaimer,≤100,1
252812244584388,Rekhaben Bk Bjp Loksabha,These ads ran without a disclaimer,≤100,1
408932829863944,Kirik Hemanth,These ads ran without a disclaimer,≤100,1
116536057972525,Festival Posters,These ads ran without a disclaimer,≤100,1
108091173926988,Mrityunjay Sharma - BJP,These ads ran without a disclaimer,≤100,1
200321639838458,Cpmv,These ads ran without a disclaimer,≤100,1
100907784722781,QR 678,These ads ran without a disclaimer,≤100,1
108393902244763,Narendranath Reddy,These ads ran without a disclaimer,≤100,1
2434885419884544,Kunwar Akhilesh Singh,These ads ran without a disclaimer,≤100,1
174365522420076,USI Party - Maharashtra,UNITED STATES OF INDIA PARTY,≤100,1
103641666116618,Dileep Kumar Pandey,These ads ran without a disclaimer,≤100,1
263022386903949,old coin campniy all india selling,These ads ran without a disclaimer,≤100,1
100231306054767,Solera Enterprises,These ads ran without a disclaimer,≤100,1
101035998102744,लोकराज्य अकॅडमी पुणे,These ads ran without a disclaimer,≤100,1
747897655271315,Speaking Tiger Books,These ads ran without a disclaimer,≤100,1
101139498681379,Ghanshyam Shelar - घन:शाम शेलार,These ads ran without a disclaimer,≤100,1
102090306237140,_raebarelistory_,These ads ran without a disclaimer,≤100,1
317082548151564,Prime Time National,These ads ran without a disclaimer,≤100,1
150118099053680,Ankit Ghildiyal - anab vines.,These ads ran without a disclaimer,≤100,1
246201322551704,Atul Rai,These ads ran without a disclaimer,≤100,1
103489528777403,Aaro Ananda,These ads ran without a disclaimer,≤100,1
108598882107301,श्री जिवन चाकणकर,These ads ran without a disclaimer,≤100,2
177741785414582,Kamala Subhash,These ads ran without a disclaimer,≤100,1
320872564704534,Vishnu Kumar Raju Penmetsa,These ads ran without a disclaimer,≤100,1
106147075811432,Shopping wive,These ads ran without a disclaimer,≤100,1
126041684076039,Dr. Hussain Madavoor,These ads ran without a disclaimer,≤100,1
263855360147488,yinandyummy.official,These ads ran without a disclaimer,≤100,1
112288601801067,Mukul Basak,Mukul Basak,≤100,1
113822584931880,Satish Sharma,These ads ran without a disclaimer,≤100,1
678853252178113,Bhushan kasliwal - भूषण कासलीवाल,Bhushan kasliwal - भूषण कासलीवाल,≤100,1
282663561586922,Old coincompany,These ads ran without a disclaimer,≤100,2
320633684462661,rakes.hkumar1264,These ads ran without a disclaimer,≤100,1
207353862454228,Vijay Singh Kranti,Vijay Singh Kranti,≤100,1
686675931373675,Scroll Punjab,These ads ran without a disclaimer,≤100,1
368304223267388,NTNN: Nayi Taza News,These ads ran without a disclaimer,≤100,1
262751723591408,Taja vaartha,These ads ran without a disclaimer,≤100,1
322601627598795,jaskaran.gill27,These ads ran without a disclaimer,≤100,1
180105228672812,Gulf Oil,These ads ran without a disclaimer,≤100,1
1785714635088574,Rad News,These ads ran without a disclaimer,≤100,1
107561448884586,Sanjeev Antal,These ads ran without a disclaimer,≤100,1
269729992897245,alg_hai,These ads ran without a disclaimer,≤100,1
295765373611089,Colorful Dream,These ads ran without a disclaimer,≤100,1
284940441376189,bareillytrendingstore,These ads ran without a disclaimer,≤100,1
117906188077373,Rajeev Paladugu,These ads ran without a disclaimer,≤100,1
318257268035589,the_plus_point_fashion_gallery,These ads ran without a disclaimer,≤100,1
104327224492784,Malar Brand Rice,These ads ran without a disclaimer,≤100,2
106571225630163,Patrick Gaffiero,These ads ran without a disclaimer,≤100,1
102014362001773,Mamagoto Chandigarh,These ads ran without a disclaimer,≤100,1
165099120030709,The festa surpresa,These ads ran without a disclaimer,≤100,1
289414114250610,Mana Dharmana Mana Srikakulam,These ads ran without a disclaimer,≤100,2
108561265066327,Air Public,These ads ran without a disclaimer,≤100,1
109391111462013,Marwadi Chai,These ads ran without a disclaimer,≤100,1
108807732019336,Dr-Abhishek Bardhan,These ads ran without a disclaimer,≤100,1
117265214590494,cupcake_wassii_11,These ads ran without a disclaimer,≤100,1
293039257217012,wefornation,These ads ran without a disclaimer,≤100,3
104468859235845,dheeru7950,These ads ran without a disclaimer,≤100,1
103807375464035,_akash_hiwale8055,These ads ran without a disclaimer,≤100,1
102135285894646,a.n.k.u.r01,These ads ran without a disclaimer,≤100,1
112933001912907,Mydigirecords.in,These ads ran without a disclaimer,≤100,1
318873931304623,ಓಂ ಶ್ರೀ ಸಿಗಂದೂರು ಜ್ಯೋತಿಷ್ಯರು,These ads ran without a disclaimer,≤100,1
358117130708585,Dhani Finance Loan,These ads ran without a disclaimer,≤100,1
102494858554521,Madhusudan Rajpurohit,These ads ran without a disclaimer,≤100,1
293844004134335,Holly Powers Photography,These ads ran without a disclaimer,≤100,1
250702654802556,old coin company Sahi process contact buyer call me,These ads ran without a disclaimer,≤100,1
113163298426443,Subodh Kumar,These ads ran without a disclaimer,≤100,1
105380002483865,"Sri SRNM Polytechnic College, Sattur",These ads ran without a disclaimer,≤100,1
281189938419822,devendra_s86,These ads ran without a disclaimer,≤100,1
201270209745699,pm Kusum Yojana,These ads ran without a disclaimer,≤100,1
375831722494625,DentCare,These ads ran without a disclaimer,≤100,1
169926430408142,Nexus Select Trust,These ads ran without a disclaimer,≤100,1
109621024090959,Ajit Prasad Mahata,These ads ran without a disclaimer,≤100,1
108218281891638,Haris&Co. Academy,These ads ran without a disclaimer,≤100,1
110629418596026,Baliram Rai,Baliram Rai,≤100,1
102298829614952,राहुल यादव,These ads ran without a disclaimer,≤100,1
136236719583988,Sivan Electricals,These ads ran without a disclaimer,≤100,1
273441799184422,प्रधानमंत्री कुसुम योजना online apply,These ads ran without a disclaimer,≤100,1
177637648769535,Kailash Bhardwaj K,These ads ran without a disclaimer,≤100,1
189988061030387,Anil,These ads ran without a disclaimer,≤100,2
164020523471405,ଆମର୍ ସପନର୍ ଝାରସୁଗୁଡ଼ା,These ads ran without a disclaimer,≤100,1
258631034007526,riyaltobelieve,These ads ran without a disclaimer,≤100,2
420534151877829,Orange Physio Care,These ads ran without a disclaimer,≤100,1
132201689970923,ksgkpoint123,These ads ran without a disclaimer,≤100,1
275842556595010,Aveon Cafe,These ads ran without a disclaimer,≤100,1
244291872104861,Master Saikannish,These ads ran without a disclaimer,≤100,1
111425962056898,Celebrania Studios,These ads ran without a disclaimer,≤100,1
112803084512457,Javed Simnani BSP,These ads ran without a disclaimer,≤100,3
259031337302706,pure_sanatani__78,These ads ran without a disclaimer,≤100,1
106798255249734,Speed Infra Developers,These ads ran without a disclaimer,≤100,1
1236177183157113,ISHWAR SINGH,These ads ran without a disclaimer,≤100,1
108661102256505,Poll Bazar,These ads ran without a disclaimer,≤100,1
127880750585588,Career Launcher - Chandigarh & Patiala,These ads ran without a disclaimer,≤100,1
100699685782108,Charanjeev Malhotra,These ads ran without a disclaimer,≤100,1
304444106078158,K S Guru,These ads ran without a disclaimer,≤100,2
1897553627233840,Chiru Amar,These ads ran without a disclaimer,≤100,1
106958874212897,Mathom Dot In,These ads ran without a disclaimer,≤100,1
100169052718217,abCoffee India,These ads ran without a disclaimer,≤100,1
100309839521611,Shekh Riyaj,These ads ran without a disclaimer,≤100,1
112458364254746,drvishwa.patel,These ads ran without a disclaimer,≤100,1
101581266333559,Amirul Islam,These ads ran without a disclaimer,≤100,1
274218139113400,मी मराठी,These ads ran without a disclaimer,≤100,1
102690672689699,surendra.fighter.official,These ads ran without a disclaimer,≤100,1
220010351204979,old coin company,These ads ran without a disclaimer,≤100,1
103370095739577,art_of_creation3,These ads ran without a disclaimer,≤100,2
107152025824634,Sudeep Jain,These ads ran without a disclaimer,≤100,1
250007248502240,Golu Shukla,These ads ran without a disclaimer,≤100,1
222402297633223,Adv Prafull Pashte,These ads ran without a disclaimer,≤100,1
198409263366778,Adivasi Neelambari Hair Growth Oil.,These ads ran without a disclaimer,≤100,2
271433599393346,Aadivasi Herbal Hair Oil,These ads ran without a disclaimer,≤100,1
403858939772654,Sajan Shah,These ads ran without a disclaimer,≤100,1
272193682643110,old coin company Sahi process contact buyer call me 8890273160,These ads ran without a disclaimer,≤100,1
100156824702184,News Online,These ads ran without a disclaimer,≤100,1
334689166383502,old coin company Sahi Process,These ads ran without a disclaimer,≤100,1
112744005210618,Sindhudurg DCC Bank,These ads ran without a disclaimer,≤100,1
565907217103254,Deep Voice Zone,These ads ran without a disclaimer,≤100,1
110915928657475,Hapinuscare India,These ads ran without a disclaimer,≤100,1
110900028549259,abhishek_vi,These ads ran without a disclaimer,≤100,1
116615911753454,"Sanjog, India",These ads ran without a disclaimer,≤100,1
279506351916273,old coins sale bayar contact number 9991892448,These ads ran without a disclaimer,≤100,1
108491421837328,Professor Sikandar Kumar Fan's Club,These ads ran without a disclaimer,≤100,2
113826275138771,Sivasamy Siva Nadi Astrology,These ads ran without a disclaimer,≤100,1
237430786120793,Rahul Pushpa Manikrao Thakare,These ads ran without a disclaimer,≤100,2
315767711621715,Alankrita SOLAR POWER,These ads ran without a disclaimer,≤100,1
1431140343877187,Biryani By Kilo,These ads ran without a disclaimer,≤100,1
346445145830672,Cancer Frontier,These ads ran without a disclaimer,≤100,1
103127002818130,Dr.Gopal Bachhire,These ads ran without a disclaimer,≤100,1
107536721179121,Home Tuition Bureau,These ads ran without a disclaimer,≤100,1
320128907843574,Indicishaan,These ads ran without a disclaimer,≤100,1
644400709346753,Adv.Uma Shanker Sharma,Adv.Uma Shanker Sharma,≤100,1
246032468602006,shahrukh_baghbaan,These ads ran without a disclaimer,≤100,1
2004700382892878,Dr. Shweta Kaul Jha - Care Women Center Niramay,These ads ran without a disclaimer,≤100,1
235598332980425,gopiarmypkl,These ads ran without a disclaimer,≤100,1
280398775152308,शिवसेना जिल्हाप्रमुख जालना भाऊसाहेब घुगे,These ads ran without a disclaimer,≤100,1
104170525631124,Aayush Hospital,These ads ran without a disclaimer,≤100,1
1687563211481846,Adv Nivedida Subramanian,MCS Digital Marketing,≤100,1
328158667037043,जन औषधि फ़ाज़िलनगर,These ads ran without a disclaimer,≤100,1
106806192349205,अतुल काकासाहेब मोटे,These ads ran without a disclaimer,≤100,1
110261185049129,Dainik Hindustan Mail,These ads ran without a disclaimer,≤100,1
102991175930506,KotaruAgain2024,These ads ran without a disclaimer,≤100,2
333477619840574,cmr.yuvasena,These ads ran without a disclaimer,≤100,1
298745306645484,Sri Dingaleshwara Swamiji,These ads ran without a disclaimer,≤100,1
211795695350507,Goatalks,These ads ran without a disclaimer,≤100,2
666385176769552,मा.नगरअध्यक्ष राजेंद्र डी.पगारे,These ads ran without a disclaimer,≤100,1
537351276688596,Sanjay Singh Bablu WFI,These ads ran without a disclaimer,≤100,2
254202514440307,Digital Talks,These ads ran without a disclaimer,≤100,1
114181924900117,kumar_sasane_18,These ads ran without a disclaimer,≤100,3
299115273582311,RJ VEER,These ads ran without a disclaimer,≤100,1
287473281119635,The AI Block,These ads ran without a disclaimer,≤100,1
219982874541364,रोहतक पुकारा भाजपा दोबारा,These ads ran without a disclaimer,≤100,1
100361899804137,shwetayadav_bjp,These ads ran without a disclaimer,≤100,2
294442417078759,The Digital Chronicle,These ads ran without a disclaimer,≤100,1
290504527479953,PKK Enterprises,These ads ran without a disclaimer,≤100,1
100809859537737,Choukidar SenthilKumar P Perumbavoor,These ads ran without a disclaimer,≤100,1
109475315574135,Alane Cabral,These ads ran without a disclaimer,≤100,1
294893673707223,sheikh hamdan Royal family,These ads ran without a disclaimer,≤100,1
116628861521192,once_again_bvk,These ads ran without a disclaimer,≤100,1
2324850964254772,Sreenu Kavali,These ads ran without a disclaimer,≤100,1
102614329367850,acharya_prashant_ap,These ads ran without a disclaimer,≤100,1
116144004903136,Ajay Yadav,These ads ran without a disclaimer,≤100,1
251450648058315,Best Solar Rooftop,These ads ran without a disclaimer,≤100,1
276959333160657,Train Ambulance Service,These ads ran without a disclaimer,≤100,2
219418514599378,Indian astrologer,These ads ran without a disclaimer,≤100,1
112812825038720,Inc holenarasipura,These ads ran without a disclaimer,≤100,1
105094465729759,Piles Clinic - श्री हरि चाँदसी क्लिनिक,These ads ran without a disclaimer,≤100,2
59111469232,Waheed Ur Rehman Para,These ads ran without a disclaimer,≤100,1
100586136170079,Abhilash M,These ads ran without a disclaimer,≤100,1
309152242272150,old coin company sahi process contact buyer call me.9352099694,These ads ran without a disclaimer,≤100,1
105527832553022,Tilak Raj Sharmma,These ads ran without a disclaimer,≤100,1
298419113360499,Star Of India Award,These ads ran without a disclaimer,≤100,1
110340201968221,Hydliner Hyd,These ads ran without a disclaimer,≤100,1
468795663873570,BIMS,These ads ran without a disclaimer,≤100,1
105892357620783,Hari Shanker Bohara,These ads ran without a disclaimer,≤100,1
112344488546624,Talwinder Singh Singh,These ads ran without a disclaimer,≤100,1
110885215050720,Sangita Mali,These ads ran without a disclaimer,≤100,1
101163056317936,Vineet Gautam,These ads ran without a disclaimer,≤100,2
170655052950433,Hivision Developers,These ads ran without a disclaimer,≤100,1
213665025161859,Jugansu Sekhar Panda,These ads ran without a disclaimer,≤100,1
243007112233944,Yfi India Khabrnama,These ads ran without a disclaimer,≤100,1
103404592470820,i_harmansekhon,These ads ran without a disclaimer,≤100,1
307514419112771,मुद्रा फाइनेंस online apply,These ads ran without a disclaimer,≤100,1
132213069979390,HB Dastak,These ads ran without a disclaimer,≤100,2
135474866312835,KhabarX,These ads ran without a disclaimer,≤100,1
311769298684674,Core energy,These ads ran without a disclaimer,≤100,1
111089864379681,NaCl Restaurant,These ads ran without a disclaimer,≤100,2
101513874582352,Punia Tower Sangrur,These ads ran without a disclaimer,≤100,1
1159561874065860,Adarsh Career Institute,These ads ran without a disclaimer,≤100,1
107943828933603,Digital Jain Pathshala,These ads ran without a disclaimer,≤100,1
304946862694585,pm मुद्रा फाइनेंस,These ads ran without a disclaimer,≤100,1
246264481906749,coin company Sahi process coin buyer call me 9358374995,These ads ran without a disclaimer,≤100,1
419305594841863,Business Insider India,These ads ran without a disclaimer,≤100,11
103373366041048,Adv Abhay Kashyap,These ads ran without a disclaimer,≤100,2
104090322183774,लाल टोपी,These ads ran without a disclaimer,≤100,3
100735178208398,Udyami India,These ads ran without a disclaimer,≤100,1
102780825230110,ranbir.singh.1984,These ads ran without a disclaimer,≤100,1
304024476118230,The Toy India Project,These ads ran without a disclaimer,≤100,1
1920305504947773,YellowChips.in,These ads ran without a disclaimer,≤100,1
112095140625524,संतोष सिंह,These ads ran without a disclaimer,≤100,2
218288508042236,krishnavarjun,These ads ran without a disclaimer,≤100,1
134300139756850,rahul_pushpa_manikrao_thakare,These ads ran without a disclaimer,≤100,3
106144359064215,Mohnish Bhatkar,These ads ran without a disclaimer,≤100,1
433204373823539,Galibe Vishal Vanjari,These ads ran without a disclaimer,≤100,1
100869779488933,sunshine solar enterprise,These ads ran without a disclaimer,≤100,1
733138590089619,Powertrac Group,These ads ran without a disclaimer,≤100,1
101014478666414,MY PAGE,These ads ran without a disclaimer,≤100,1
104098555918749,Nizam Ansari,These ads ran without a disclaimer,≤100,1
331384746724719,Vishalpathekar,These ads ran without a disclaimer,≤100,1
297052860153756,Guess the Hindu god 2,These ads ran without a disclaimer,≤100,1
101567309671688,Niranjan Kumar Sinha,These ads ran without a disclaimer,≤100,1
101043941968868,chennaiindianravi,These ads ran without a disclaimer,≤100,1
217367681455340,vamsi_bhargavreddy,These ads ran without a disclaimer,≤100,1
137037889497394,spuppetfilms,These ads ran without a disclaimer,≤100,1
271876486020260,Siddharth Deore,These ads ran without a disclaimer,≤100,1
101306981753168,NIC Ice Creams,These ads ran without a disclaimer,≤100,1
106271835324667,NewsWorld24India,These ads ran without a disclaimer,≤100,1
408442843048276,शेतकरी पुत्र - Bajrang Sonwane,These ads ran without a disclaimer,≤100,1
103748045816472,CompetitionPedia,These ads ran without a disclaimer,≤100,1
270042329767049,"Kasiga School, Dehradun",These ads ran without a disclaimer,≤100,2
147866185070875,Wanshika Hospitals,These ads ran without a disclaimer,≤100,1
110423905963426,"Ssd traders b1 ground floor, laxmi vishnu market gheekanta amd",These ads ran without a disclaimer,≤100,1
167776479743660,Livewire Hopecollege Coimbatore,These ads ran without a disclaimer,≤100,1
314320028427259,ओल्ड कॉइन कंपनी,These ads ran without a disclaimer,≤100,1
244006398806695,J&K Apni Party Charari Sharief Constituency,These ads ran without a disclaimer,≤100,2
107397400650897,Ragini's Green World,These ads ran without a disclaimer,≤100,1
1138013239686127,Manish Shukla,Manish Shukla,≤100,1
338260832697854,old coin company Hyderabad head branch,These ads ran without a disclaimer,≤100,1
104013408903192,360 Radio,These ads ran without a disclaimer,≤100,1
102264965783189,Emirates Loves India,These ads ran without a disclaimer,≤100,1
223507244179766,Vip Visa Services,These ads ran without a disclaimer,≤100,1
100148896249103,Shanoj Aboobacker,These ads ran without a disclaimer,≤100,1
105651577478588,alrhalalhilali,These ads ran without a disclaimer,≤100,1
100332629485411,first_green_draw,These ads ran without a disclaimer,≤100,1
102063839379263,srishtti_hair_oil,These ads ran without a disclaimer,≤100,1
181258081748413,ਧੰਨ ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ,These ads ran without a disclaimer,≤100,1
1634889036778558,Spearhead International,These ads ran without a disclaimer,≤100,4
2448765685194960,Sufiyan Maniyar,These ads ran without a disclaimer,≤100,1
305455569312014,"sowmyaraju CSC, Online Services, Marriage Certificates",These ads ran without a disclaimer,≤100,1
2323455307982449,Doshor Publications,These ads ran without a disclaimer,≤100,1
955655754583712,Umbria Excellencies - Eccellenze Umbre,These ads ran without a disclaimer,≤100,1
101274482940548,sastika_rajendran,These ads ran without a disclaimer,≤100,1
1631073120465086,With OC,These ads ran without a disclaimer,≤100,1
102984612015817,वन्देमातरम ग्रुप,These ads ran without a disclaimer,≤100,1
259725707225849,rudraswami_yuva_manch_77,These ads ran without a disclaimer,≤100,1
114992041551980,Arun Kumar,These ads ran without a disclaimer,≤100,1
105444312283006,satta_matta_ka,These ads ran without a disclaimer,≤100,1
251360678068375,Newblacks,These ads ran without a disclaimer,≤100,1
101648379285860,Nirmala_sml_isuzu,These ads ran without a disclaimer,≤100,1
117469321768860,Kakade Fantasy Prediction,These ads ran without a disclaimer,≤100,1
102123595839646,mp_mayur_pagar21,These ads ran without a disclaimer,≤100,1
101670872662861,Arise Arcade,These ads ran without a disclaimer,≤100,1
104638715629111,Bidesh Das,These ads ran without a disclaimer,≤100,3
294264160428906,Adivasi herbal hair oil,These ads ran without a disclaimer,≤100,1
117226694602009,Suraj Sawariya ITI Amnour Saran mobil no.7367073962,These ads ran without a disclaimer,≤100,1
102824215096972,when.sadaf.met.art,These ads ran without a disclaimer,≤100,1
225181491006017,Manoj George,These ads ran without a disclaimer,≤100,1
100973019606702,trystickerofficial,These ads ran without a disclaimer,≤100,1
227336117118671,English.Partner,These ads ran without a disclaimer,≤100,1
106285538797068,Mehar Singh Nirwan,These ads ran without a disclaimer,≤100,1
291409724061019,Talk Punjab ਗੱਲ ਪੰਜਾਬ ਦੀ,These ads ran without a disclaimer,≤100,1
1643679052626779,Civil Engineering IIT,These ads ran without a disclaimer,≤100,1
244904908699996,मोनिका सट्टा किंग,These ads ran without a disclaimer,≤100,2
151358751868530,Tata Power - DDL,These ads ran without a disclaimer,≤100,1
